canonical_name,match_type,tiers_present,total_mentions,document_count,profiles_present,covered,excluded,unknown,phrase_count,sentence_count,parent_headers
Septorhinoplasty,exact,2,3,3,ppo_medical,3,0,0,3,0,Surgery
Dental surgery is only payable for,exact,2,3,3,ppo_medical,3,0,0,3,0,Surgery
Hospital (inpatient or outpatient),exact,2,3,3,ppo_medical,3,0,0,3,0,Surgery
90-Day Retail Pharmacy,exact,3,3,3,ppo_medical,0,0,3,0,3,
definition,exact,3,3,3,ppo_medical,0,0,3,0,3,
Allogeneic,exact,3,3,3,ppo_medical,0,0,3,3,0,Temporary Benefits | Transplant Services
Department of Insurance and Financial Services (DIFS),exact,3,3,3,"dental,vision",0,0,3,0,3,
Improper Use,exact,3,3,3,"dental,vision",0,0,3,0,3,
In-Network Provider,exact,3,3,2,vision,0,0,3,0,3,
Member,exact,3,3,3,"dental,vision",0,0,3,0,3,
Fluoride treatments,exact,"2,3",3,2,dental,2,0,1,3,0,Class I – Diagnostic and Preventive Services
Adjunctive general services,exact,"2,3",3,2,dental,2,0,1,3,0,Class II – Basic Services
Major restorative services,exact,"2,3",3,2,dental,2,0,1,3,0,Class II – Basic Services | Class III – Major Services
How We Terminate Your Coverage,exact,3,3,3,"dental,vision",0,0,3,0,3,
Information About Your Bill,exact,3,3,3,"dental,vision",0,0,3,0,3,
Lien,exact,3,3,3,"dental,vision",0,0,3,0,3,
One pair of lenses or contact lenses every 12 months,exact,2,2,2,vision,2,0,0,2,0,Frequency
Paid Under Other Certificates,exact,3,2,2,vision,0,0,2,0,2,
(DIFS),exact,3,2,2,vision,0,0,2,0,2,
In- Network Provider,exact,3,2,2,vision,0,0,2,0,2,
"Physical therapy (Page 83), speech language therapy (Page 116) or occupational therapy (Page 71) when medically necessary",exact,2,2,2,ppo_medical,2,0,0,0,2,Skilled Nursing Facility Services
"More than a 30-day supply of a covered drug unless dispensed by an In-Network Retail 90 pharmacy or In-Network Mail Order pharmacy. We may make exceptions for drugs whose minimal package size prevents a 30-day supply from being dispensed (e.g., inhalers)",exact,2,2,2,ppo_medical,0,2,0,0,2,Prescription Drugs
Covered Drugs,exact,3,2,2,ppo_medical,0,0,2,0,2,
"If physical therapy, occupational therapy or speech language therapy and cannot be done in the home, we will pay for outpatient therapy. It may be in an outpatient department of a hospital or a physical therapy facility. Benefits are subject to the combined 30-visit maximums for physical therapy and occupational therapy and the 30-visit maximum for speech language therapy described on pages 73, 86 and 121.",exact,2,2,2,ppo_medical,2,0,0,0,2,Home Health Care Services
"If physical therapy, occupational therapy or speech language therapy services cannot be done in the home, we will pay for outpatient therapy. It may be in an outpatient department of a hospital or a physical therapy facility. Benefits are subject to the combined 30-visit maximums for occupational therapy and physical therapy and the 30-visit maximum for speech language therapy described on pages 71, 83 and 117.",exact,2,2,2,ppo_medical,2,0,0,0,2,Home Health Care Services
"Physical therapy (Page 83), speech language therapy (Page 117) or occupational therapy (Page 71) when medically necessary",exact,2,2,2,ppo_medical,2,0,0,0,2,Skilled Nursing Facility Services
"A primary care physician office, home, virtual or outpatient visit",exact,2,2,2,ppo_medical,2,0,0,2,0,BCBSM PPO In-Network Providers
The birth parent is not covered under this certificate on the newborn’s date of birth,exact,2,2,2,ppo_medical,0,2,0,0,2,Maternity Care
The newborn is eligible for coverage as a dependent under a BCBSM or other health care benefit plan and has been added as a dependent to that plan.,exact,2,2,2,ppo_medical,0,2,0,0,2,Maternity Care
The subscriber directs BCBSM not to cover the newborn’s services,exact,2,2,2,ppo_medical,0,2,0,2,0,Maternity Care
Services provided to the newborn occur after the 48 or 96 hours,exact,2,2,2,ppo_medical,0,2,0,0,2,Maternity Care
Immunizations. We pay for vaccines against infection during the first 24 months after a transplant as recommended by the Advisory Committee on Immunization Practices (ACIP).,exact,2,2,2,ppo_medical,2,0,0,0,2,Oncology Clinical Trials
deductible and coinsurance. It can be done by an in-network or out-of-network provider.,exact,2,2,2,ppo_medical,2,0,0,0,2,Preventive Care Services
BlueCard Worldwide Program,exact,3,2,2,ppo_medical,0,0,2,0,2,
Medically necessary services professional and facility services for the treatment of gender dysphoria.,exact,2,2,2,ppo_medical,2,0,0,0,2,Gender Affirming Services
"If services in a member’s home are billed by a professional provider or independent physical therapist, they will count toward the physical therapy benefit maximum.",exact,2,2,2,ppo_medical,2,0,0,0,2,Home Health Care Services
Correction of deformities present at birth. Congenital deformities of the teeth are not covered.,exact,2,2,2,ppo_medical,2,0,0,0,2,Surgery
Correction of deformities resulting from cancer surgery including reconstructive surgery after a mastectomy,exact,2,2,2,ppo_medical,2,0,0,0,2,Surgery
"Conditions caused by accidental injuries, and",exact,2,2,2,ppo_medical,2,0,0,2,0,Surgery
Traumatic scars,exact,2,2,2,ppo_medical,2,0,0,2,0,Surgery
Multiple extractions or removal of unerupted teeth or alveoloplasty when,exact,2,2,2,ppo_medical,2,0,0,0,2,Surgery
"A hospitalized member has a dental condition that is adversely affecting a medical condition, and",exact,2,2,2,ppo_medical,2,0,0,0,2,Surgery
Treatment of the dental condition is expected to improve the medical condition (see for examples),exact,2,2,2,ppo_medical,2,0,0,0,2,Surgery
"Surgery and treatment related to the treatment of temporomandibular joint (jaw joint) dysfunction (TMJ), see",exact,2,2,2,ppo_medical,2,0,0,0,2,Surgery
Ambulatory Infusion Center,exact,3,2,2,ppo_medical,0,0,2,0,2,
Medical records must confirm the need for the dental services above.,exact,2,2,2,ppo_medical,2,0,0,0,2,Dental Services
The consultation will be paid for if the surgery you plan to have is covered under this certificate and will be done in a covered location (see above).,exact,2,2,2,ppo_medical,2,0,0,0,2,Surgery
You are limited to three presurgical consultations for each surgical diagnosis. The three consultations consist of a,exact,2,2,2,ppo_medical,2,0,0,0,2,Surgery
"Technical surgical assistance (TSA ): In some cases, a surgeon will need another physician to give them technical assistance. We pay the approved amount for TSA, according to our guidelines.",exact,2,2,2,ppo_medical,2,0,0,0,2,Surgery
A licensed psychologist,exact,2,2,2,ppo_medical,2,0,0,2,0,Autism Spectrum Disorders
Dental injury,exact,3,2,1,ppo_medical,0,0,2,1,1,Contraceptive Services
Requirements,exact,3,2,2,ppo_medical,0,0,2,0,2,
Contraceptive Injections,exact,3,2,2,ppo_medical,0,0,2,2,0,Preventive Care Services
Progressive lenses,exact,2,2,2,vision,2,0,0,2,0,Lenses
Changes in Your Certificate,exact,3,2,2,vision,0,0,2,0,2,
Cosmetic Lenses/Processes,exact,3,2,2,vision,0,0,2,2,0,Contact Lenses
Medical Necessity,exact,3,2,2,vision,0,0,2,0,2,
Medically Necessary,exact,3,2,2,vision,0,0,2,0,2,
Medically Unnecessary Services,exact,3,2,2,vision,0,0,2,0,2,
Medical-Surgical Treatment,exact,3,2,2,vision,0,0,2,2,0,Contact Lenses
Medicare,exact,3,2,2,vision,0,0,2,0,2,
Medications,exact,3,2,2,vision,0,0,2,2,0,Contact Lenses
Notification,exact,3,2,2,vision,0,0,2,0,2,
Benefit Maximums,exact,3,2,2,ppo_medical,0,0,2,2,0,Autism Spectrum Disorders
Autologous,exact,3,2,2,ppo_medical,0,0,2,2,0,Transplant Services
"Mental health and substance use disorder visits (office, virtual or online visits)",exact,2,2,2,"csr_rider,ppo_medical",2,0,0,0,2,BCBSM PPO In-Network Providers | Copayment Requirements
Class I – Diagnostic and Preventive Services,exact,1,2,2,dental,2,0,0,2,0,
Oral examinations/evaluations,exact,2,2,2,dental,2,0,0,2,0,Class I – Diagnostic and Preventive Services
Prophylaxes,exact,2,2,2,dental,2,0,0,2,0,Class I – Diagnostic and Preventive Services
Bitewing radiographs (X-rays) and individual periapical films,exact,2,2,2,dental,2,0,0,2,0,Class I – Diagnostic and Preventive Services
Oral brush biopsy sample collection,exact,2,2,2,dental,2,0,0,2,0,Class I – Diagnostic and Preventive Services
Other diagnostic and preventive services,exact,2,2,2,dental,2,0,0,2,0,Class II – Basic Services
Diagnostic tests and laboratory examinations,exact,2,2,2,dental,2,0,0,2,0,Class II – Basic Services
Dental sealants,exact,2,2,2,dental,2,0,0,2,0,Class II – Basic Services
Space maintainers,exact,2,2,2,dental,2,0,0,2,0,Class II – Basic Services
Full-mouth and panoramic radiographs (X ‐ rays),exact,2,2,2,dental,2,0,0,2,0,Class II – Basic Services
Minor restorative services,exact,2,2,2,dental,2,0,0,2,0,Class II – Basic Services
Amalgam and resin based composite fillings and fillings of similar materials,exact,2,2,2,dental,2,0,0,0,2,Class II – Basic Services
"Recementation or repair of posts, crowns, veneers, inlays and onlays",exact,2,2,2,dental,2,0,0,2,0,Class II – Basic Services
Simple extractions,exact,2,2,2,dental,2,0,0,2,0,Class II – Basic Services
Non-surgical endodontic services,exact,2,2,2,dental,2,0,0,2,0,Class II – Basic Services
Root canal treatments on permanent teeth and on primary teeth without permanent successors,exact,2,2,2,dental,2,0,0,0,2,Class II – Basic Services
Therapeutic pulpotomies or pulpal debridement,exact,2,2,2,dental,2,0,0,2,0,Class II – Basic Services
Vital pulpotomies on primary teeth,exact,2,2,2,dental,2,0,0,2,0,Class II – Basic Services
Non-surgical periodontic services,exact,2,2,2,dental,2,0,0,2,0,Class II – Basic Services
Periodontal maintenance following periodontal scaling and root planing or surgical periodontal treatment,exact,2,2,2,dental,2,0,0,0,2,Class II – Basic Services
"General anesthesia or IV sedation in connection with oral surgery, when medically or dentally necessary as determined by BCBSM. To be considered necessary, one of the following criteria must be met",exact,2,2,2,dental,2,0,0,0,2,Class II – Basic Services
Significant cellulitis or swelling and the associated inability to open the mouth fully does not allow the use of local anesthesia at the site of the injection,exact,2,2,2,dental,2,0,0,0,2,Class II – Basic Services
"Treatment is for bilateral alveolectomy, bilateral alveoloplasty, bilateral surgical exposures or bilateral tori",exact,2,2,2,dental,2,0,0,0,2,Class II – Basic Services
Six or more teeth in various quadrants are removed on the same date of service,exact,2,2,2,dental,2,0,0,0,2,Class II – Basic Services
Two or more impacted teeth are removed on the same date of service,exact,2,2,2,dental,2,0,0,0,2,Class II – Basic Services
Four third molars are removed on the same date of service,exact,2,2,2,dental,2,0,0,0,2,Class II – Basic Services
Patient is medically impaired or compromised,exact,2,2,2,dental,2,0,0,2,0,Class II – Basic Services
Patient is allergic to local anesthesia,exact,2,2,2,dental,2,0,0,2,0,Class II – Basic Services
Patient is younger than age seven,exact,2,2,2,dental,2,0,0,2,0,Class II – Basic Services
Office visits after regularly scheduled hours,exact,2,2,2,dental,2,0,0,2,0,Class II – Basic Services
Consultations by dentists not providing treatment,exact,2,2,2,dental,2,0,0,2,0,Class II – Basic Services
Basic prosthodontic services,exact,2,2,2,dental,2,0,0,2,0,Class II – Basic Services
"Adjustments, repairs, relines, rebases and tissue conditioning for prosthodontic appliances",exact,2,2,2,dental,2,0,0,2,0,Class II – Basic Services
Recementation of fixed bridges,exact,2,2,2,dental,2,0,0,2,0,Class II – Basic Services
"Onlays, crowns and veneers, but only when a tooth cannot be restored with materials such as amalgam or resin based composite fillings",exact,2,2,2,dental,2,0,0,0,2,Class III – Major Services
"Substructures, including cores with or without pins and posts with cores or pins",exact,2,2,2,dental,2,0,0,0,2,Class III – Major Services
Oral surgery services,exact,2,2,2,dental,2,0,0,2,0,Class III – Major Services
Surgical and impacted tooth extractions and root removal,exact,2,2,2,dental,2,0,0,2,0,Class III – Major Services
Surgical exposure and facilitation of eruption of unerupted teeth,exact,2,2,2,dental,2,0,0,2,0,Class III – Major Services
Incision and drainage of cellulitis or fascial space abscesses of intraoral soft tissue,exact,2,2,2,dental,2,0,0,0,2,Class III – Major Services
Alveoloplasty needed to prepare for a denture,exact,2,2,2,dental,2,0,0,2,0,Class III – Major Services
Removal of exostoses (excess bony growths of the upper and lower jaw),exact,2,2,2,dental,2,0,0,0,2,Class III – Major Services
Excision of hyperplastic tissue per arch,exact,2,2,2,dental,2,0,0,2,0,Class III – Major Services
Frenulectomies,exact,2,2,2,dental,2,0,0,2,0,Class III – Major Services
Surgical endodontic services,exact,2,2,2,dental,2,0,0,2,0,Class III – Major Services
Apical surgeries on permanent teeth,exact,2,2,2,dental,2,0,0,2,0,Class III – Major Services
Hemisections,exact,2,2,2,dental,2,0,0,2,0,Class III – Major Services
Surgical periodontic services,exact,2,2,2,dental,2,0,0,2,0,Class III – Major Services
Gingivectomies and gingivoplasties,exact,2,2,2,dental,2,0,0,2,0,Class III – Major Services
Gingival flap procedures,exact,2,2,2,dental,2,0,0,2,0,Class III – Major Services
Soft tissue grafts,exact,2,2,2,dental,2,0,0,2,0,Class III – Major Services
Prosthodontic services,exact,2,2,2,dental,2,0,0,2,0,Class III – Major Services
"Removable partial dentures and fixed partial dentures (bridges), including abutment crowns and pontics",exact,2,2,2,dental,2,0,0,0,2,Class III – Major Services
"Porcelain, ceramic and cast metal retainers for resin-bonded bridges",exact,2,2,2,dental,2,0,0,2,0,Class III – Major Services
Repairs of bridges,exact,2,2,2,dental,2,0,0,2,0,Class III – Major Services
Stayplates to replace recently extracted permanent anterior (front) teeth,exact,2,2,2,dental,2,0,0,2,0,Class III – Major Services
Abutment,exact,3,2,2,dental,0,0,2,0,2,
Adjustments,exact,3,2,2,dental,0,0,2,2,0,Class II – Basic Services
Amalgam Fillings,exact,3,2,2,dental,0,0,2,2,0,Class I – Diagnostic and Preventive Services
Amount Billed,exact,3,2,2,dental,0,0,2,0,2,
Bridges,exact,3,2,2,dental,0,0,2,2,0,Class I – Diagnostic and Preventive Services
By Report,exact,3,2,2,dental,0,0,2,0,2,
Choosing A Dentist,exact,3,2,2,dental,0,0,2,0,2,
Class I ‐ Diagnostic and Preventive Services,exact,3,2,2,dental,0,0,2,2,0,Class I – Diagnostic and Preventive Services
Composite Fillings,exact,3,2,2,dental,0,0,2,2,0,Class I – Diagnostic and Preventive Services
Course of Treatment,exact,3,2,2,dental,0,0,2,0,2,
Crowns,exact,3,2,2,dental,0,0,2,2,0,Class I – Diagnostic and Preventive Services
Deductible Requirements,exact,3,2,2,dental,0,0,2,0,2,
Dentally Appropriate,exact,3,2,2,dental,0,0,2,0,2,
Dentally Necessary,exact,3,2,2,dental,0,0,2,0,2,
Dentist,exact,3,2,2,dental,0,0,2,0,2,
Dentist of Choice,exact,3,2,2,dental,0,0,2,0,2,
Diagnostic Tests,exact,3,2,2,dental,0,0,2,2,0,Class I – Diagnostic and Preventive Services
Endodontic Services,exact,3,2,2,dental,0,0,2,2,0,Class II – Basic Services
Explanation of Benefits (EOB),exact,3,2,2,dental,0,0,2,0,2,
Filing Claims,exact,3,2,2,dental,0,0,2,0,2,
General Anesthesia,exact,3,2,2,dental,0,0,2,2,0,Class II – Basic Services
Hygienist,exact,3,2,2,dental,0,0,2,0,2,
Inlays,exact,3,2,2,dental,0,0,2,2,0,Class I – Diagnostic and Preventive Services
IV Sedation,exact,3,2,2,dental,0,0,2,2,0,Class II – Basic Services
House and hospital calls,exact,"2,3",2,1,dental,1,0,1,2,0,Class II – Basic Services
Antibiotic injections,exact,"2,3",2,1,dental,1,0,1,2,0,Class II – Basic Services
$150 allowance for frames or elective contact lenses,exact,2,1,1,vision,1,0,0,1,0,Frequency
"If physical therapy, occupational therapy or speech language therapy services cannot be done in the home, we will pay for outpatient therapy. It may be in an outpatient department of a hospital or a physical therapy facility. Benefits are subject to the combined 30-visit maximums for occupational therapy and physical therapy and the 30-visit maximum for speech language therapy described on pages 71, 83 and 116.",exact,2,1,1,ppo_medical,1,0,0,0,1,Home Health Care Services
"The service must be provided in a vehicle licensed as a ground or air ambulance, and which is part of a licensed ambulance operation.",exact,2,1,1,ppo_medical,0,1,0,0,1,Ambulance Services
"To avoid out-of-network cost share, obtain your prescribed durable medical equipment, medical supplies, prosthetics and orthotics, from an in-network provider. Contact Customer",exact,2,1,1,ppo_medical,1,0,0,0,1,Durable Medical Equipment
"If physical therapy, occupational therapy or speech language therapy services cannot be done in the home, we will pay for outpatient therapy. It may be in an outpatient department of a hospital or a physical therapy facility. Benefits are subject to the combined 30-visit maximums for physical therapy and occupational therapy and the 30-visit maximum for speech language therapy services described on pages 69, 81 and",exact,2,1,1,ppo_medical,1,0,0,0,1,Home Health Care Services
Short-term general inpatient care when the member is admitted for pain control or to manage symptoms,exact,2,1,1,ppo_medical,1,0,0,0,1,Hospice Care Services
"Physical therapy, speech language therapy services and occupational therapy when provided to control symptoms and maintain a member’s daily activities and basic functional skills",exact,2,1,1,ppo_medical,1,0,0,0,1,Hospice Care Services
Services received from a nonparticipating hospital or nonparticipating,exact,2,1,1,ppo_medical,0,1,0,0,1,Occupational Therapy
Services that are not medically necessary (see Section 7 for the definition of “medically necessary” 76 SECTION 3: WHAT BCBSM PAYS FOR,exact,2,1,1,ppo_medical,0,1,0,0,1,Oncology Clinical Trials
Any drug or device prescribed for uses or in dosages other than those specifically approved by the Food and Drug Administration. This is often referred to as the off-label use of a drug or device.,exact,2,1,1,ppo_medical,0,1,0,0,1,Prescription Drugs
Specialty Pharmaceuticals: We pay for approved specialty drugs when,exact,2,1,1,ppo_medical,1,0,0,0,1,Prescription Drugs
"Physical therapy (Page 81), speech language therapy (Page 113) or occupational therapy (Page 69) when medically necessary",exact,2,1,1,ppo_medical,1,0,0,0,1,Skilled Nursing Facility Services
Therapy billed as an habilitative service when it does not meet the definition of rehabilitative service in this certificate,exact,2,1,1,ppo_medical,0,1,0,0,1,Speech Language Therapy
Accedited Hospital,exact,3,1,1,ppo_medical,0,0,1,0,1,
BlueCard - Travel,exact,3,1,1,ppo_medical,0,0,1,0,1,
Chemotherapy Prior Authorization,exact,3,1,1,ppo_medical,0,0,1,1,0,Prescription Drugs
Chemotherapy Specialty Pharmaceuticals,exact,3,1,1,ppo_medical,0,0,1,1,0,Prescription Drugs
"diagnostic laboratory and pathology services in an outpatient hospital, independent laboratory, or physician’s office",exact,2,1,1,ppo_medical,1,0,0,0,1,BCBSM PPO In-Network Providers
"diagnostic laboratory and pathology services an outpatient hospital, independent laboratory or physician ’ s office.",exact,2,1,1,ppo_medical,1,0,0,0,1,BCBSM PPO In-Network Providers
"Interdisciplinary Evaluation – An interdisciplinary evaluation must occur before a member will be approved for ABA treatment. The interdisciplinary team must include, but is not limited to, a physician, behavior health specialist, and a speech language specialist. A BCBS-approved autism evaluation center can perform this evaluation and",exact,2,1,1,ppo_medical,1,0,0,0,1,Autism Spectrum Disorders
Prior Authorization – Autism spectrum disorder services must be authorized by,exact,2,1,1,ppo_medical,1,0,0,0,1,Autism Spectrum Disorders
Autism spectrum disorder services (including ABA) when performed by a participation LBA or other provider acting within their scope of practice.,exact,2,1,1,ppo_medical,1,0,0,0,1,Autism Spectrum Disorders
"Services provided by a qualified provider, including but not limited to physician, fully licensed psychologist, certified nurse practitioner, clinical nurse specialist-certified, clinical licensed master’s social worker, licensed professional counselor, limited licensed psychologists, or licensed marriage and family therapist, or other professional provider as determined by BCBSM",exact,2,1,1,ppo_medical,1,0,0,0,1,Behavioral Health Services (Mental Health and Substance Use Disorder)
Medically necessary professional and facility services the treatment of gender dysphoria.,exact,2,1,1,ppo_medical,1,0,0,0,1,Gender Affirming Services
"If physical therapy, occupational therapy or speech language therapy services cannot be done in the home, we will pay for outpatient therapy. It may be in an outpatient department of a hospital or a physical therapy facility. Benefits are subject to the combined 30-visit maximums for physical therapy and occupational therapy and the 30-visit maximum for speech language therapy services described on pages 75, 87 and 124.",exact,2,1,1,ppo_medical,1,0,0,0,1,Home Health Care Services
"Physical therapy, speech language therapy services, and occupational therapy when provided to control symptoms and maintain the member’s daily activities and basic functional skills",exact,2,1,1,ppo_medical,1,0,0,0,1,Hospice Care Services
More than a 30-day supply of covered drugs within 60 days of the end of the plan year,exact,2,1,1,ppo_medical,0,1,0,0,1,Prescription Drugs
"Any drug or device prescribed for uses or in dosages other than those specifically approved by the Food and Drug Administration. This is often referred to as the off-label use of a drug or device. (However, we will pay for such drugs and the reasonable cost of supplies needed to administer them, if the prescriber can substantiate that the drug is recognized for treatment of the co ndition for which it was prescribed. See criteria under “Covered Drug” in the “Definition” section)",exact,2,1,1,ppo_medical,0,1,0,0,1,Prescription Drugs
"If an in-network provider does a covered preventive test, and a Michigan out-of-network provider reads and interprets the test results, we will pay the claim from the Michigan out-of-network provider as if it were an in-network claim. You will not have to pay your out-of-network cost",exact,2,1,1,ppo_medical,1,0,0,0,1,Preventive Care Services
"Physical therapy (Page 87), speech language therapy (Page 124) or occupational therapy (Page 75) when medically necessary",exact,2,1,1,ppo_medical,1,0,0,0,1,Skilled Nursing Facility Services
Prescribed by a professional provider licensed to prescribe speech language therapy services.,exact,2,1,1,ppo_medical,1,0,0,0,1,Speech Language Therapy
"Given for a condition that can be significantly improved in a reasonable and generally predictable period of time (usually about six months), or to optimize the developmental potential of the member and/or maintain the member ’s level of functioning",exact,2,1,1,ppo_medical,1,0,0,0,1,Speech Language Therapy
Given by,exact,2,1,1,ppo_medical,1,0,0,0,1,Speech Language Therapy
A speech language pathologist certified by the American Speech-Language-Hearing,exact,2,1,1,ppo_medical,1,0,0,1,0,Speech Language Therapy
Autism Spectrum Disorders - Benefit Maximums,exact,3,1,1,ppo_medical,0,0,1,1,0,Autism Spectrum Disorders
Autism Spectrum Disorders- Covered Services,exact,3,1,1,ppo_medical,0,0,1,1,0,Audiologist Services
Anesthesia services may also be covered as part of electroconvulsive therapy (ECT) (see Page 69) and for covered dental services (see 24 SECTION 3: WHAT BCBSM PAYS FOR ` BLUE CROSS ® PREMIER PPO VALUE,exact,2,1,1,ppo_medical,1,0,0,0,1,Anesthesiology Services
Placement and maintenance of a d ialysis machine in the member’s home,exact,2,1,1,ppo_medical,1,0,0,0,1,Dialysis Services
"If physical therapy, occupational therapy or speech language therapy services cannot be done in the home, we will pay for outpatient therapy. It may be in an outpatient department of a hospital or a physical therapy facility. Benefits are subject to the combined 30-visit maximums for physical therapy and occupational therapy and the 30-visit maximum for speech language therapy services described on Pages 71, 83 and 117.",exact,2,1,1,ppo_medical,1,0,0,0,1,Home Health Care Services
"Physical therapy, speech language therapy, and occupational therapy services when provided to control symptoms and maintain the member’s daily activities and basic functional skills",exact,2,1,1,ppo_medical,1,0,0,0,1,Hospice Care Services
"Services of a freestanding facility provided to you while you are an inpatient in a hospital, skilled nursing facility or residential substance abuse treatment program",exact,2,1,1,ppo_medical,0,1,0,0,1,Occupational Therapy
"One routine screening colonoscopy once per member per calendar year, when performed by an in- network provider. This service is not subject to any deductible, coinsurance or copayment requirements.",exact,2,1,1,ppo_medical,1,0,0,0,1,Preventive Care Services
The consultation will be paid for if the surgery you plan to have is covered under this certificate and will be done in a covered location (see above). Consultations consist of a,exact,2,1,1,ppo_medical,1,0,0,0,1,Surgery
"Technical surgical assistance (TSA): In some cases, a surgeon will need another physician to give them technical assistance. We pay the approved amount for TSA, according to our guidelines. The surgery can be done in a",exact,2,1,1,ppo_medical,1,0,0,0,1,Surgery
"We pay for facility services in a participating ambulatory surgery center. You must be under the care of a licensed doctor of medicine, osteopathy, podiatry or oral surgery. The services must be directly related to the covered surgery.",exact,2,1,1,ppo_medical,0,1,0,0,1,Surgery
Coverage Requirements,exact,3,1,1,ppo_medical,0,0,1,1,0,Autism Spectrum Disorders
Limitations and Exclusions,exact,3,1,1,ppo_medical,0,0,1,1,0,Autism Spectrum Disorders
Procedures that are payable in the circumstances explained above include,exact,2,1,1,ppo_medical,1,0,0,1,0,Dental Services
"If physical therapy, occupational therapy or speech language therapy services cannot be done in the home, we will pay for outpatient therapy. It may be in an outpatient department of a hospital or a physical therapy facility. Benefits are subject to the combined 30-visit maximums for physical therapy and occupational therapy and the 30-visit maximum for speech language therapy described on Pages 71, 84 and 119.",exact,2,1,1,ppo_medical,1,0,0,0,1,Home Health Care Services
Harvesting (including peripheral blood stem cell phereses) and storage of bone marrow and/or peripheral blood stem cells,exact,2,1,1,ppo_medical,1,0,0,0,1,Oncology Clinical Trials
Visits through age 18 as follows,exact,2,1,1,ppo_medical,1,0,0,1,0,Preventive Care Services
"The following services once per member, per calendar year, when performed as routine screening",exact,2,1,1,ppo_medical,1,0,0,0,1,Preventive Care Services
Hospital and physician benefits for colonoscopy services are payable at 100% of the BCBSM approved amount as follows,exact,2,1,1,ppo_medical,1,0,0,0,1,Preventive Care Services
"Physical therapy (Page 84), speech language therapy (Page 119) or occupational therapy (Page 71) when medically necessary",exact,2,1,1,ppo_medical,1,0,0,0,1,Skilled Nursing Facility Services
"Treatment solely to improve cognition (e.g., memory or perception), concentration and/or attentiveness, organizational or problem-solving skills, academic skills, impulse control or other behaviors for which behavior modification is sought without speech language therapy treatment plan that guides and helps to monitor the provided therapy",exact,2,1,1,ppo_medical,0,1,0,0,1,Speech Language Therapy
Anesthesia services may also be covered as part of electroconvulsive therapy (ECT) (see Page 71) and for covered dental services (see 26 SECTION 3: WHAT BCBSM PAYS FOR,exact,2,1,1,ppo_medical,1,0,0,0,1,Anesthesiology Services
"If physical therapy, occupational therapy or speech language therapy services cannot be done in the home, we will pay for outpatient therapy. It may be in an outpatient department of a hospital or a physical therapy facility. Benefits are subject to the combined 30-visit maximums for physical therapy and occupational therapy and the 30-visit maximum for speech language therapy described on Pages 73, 85 and 121.",exact,2,1,1,ppo_medical,1,0,0,0,1,Home Health Care Services
"Other than those furnished by the hospice program. (Remember, the services covered are those provided primarily in connection with the condition causing the member’s terminal illness.)",exact,2,1,1,ppo_medical,0,1,0,0,1,Hospice Care Services
"More than the combined 30 habilitative and the combined 30 rehabilitative outpatient visits for physical therapy and occupational therapy per member per calendar year (see above about combined benefit), whether obtained from an in-network or out-of-network provider.",exact,2,1,1,ppo_medical,0,1,0,0,1,Physical Therapy
"Physical therapy (Page 85), speech language therapy (Page 121) or occupational therapy (Page 73) when medically necessary",exact,2,1,1,ppo_medical,1,0,0,0,1,Skilled Nursing Facility Services
Bariatric surgery is limited to one per member per lifetime,exact,2,1,1,ppo_medical,1,0,0,1,0,Surgery
Certified Nurse Anesthetist,exact,3,1,1,ppo_medical,0,0,1,1,0,Ambulance Services
A virtual primary care visit,exact,2,1,1,ppo_medical,1,0,0,1,0,BCBSM PPO In-Network Providers
Outpatient mental health,exact,2,1,1,ppo_medical,1,0,0,1,0,Autism Spectrum Disorders
"Covered services include, but not limited to, the following",exact,2,1,1,ppo_medical,1,0,0,1,0,Gender Affirming Services
"If physical therapy, occupational therapy or speech language therapy cannot be done in the home, we will pay for outpatient therapy. It may be in an outpatient department of a hospital or a physical therapy facility. Benefits are subject to the combined 30-visit maximums for occupational therapy and physical therapy and the 30-visit maximum for speech language therapy described on pages",exact,2,1,1,ppo_medical,1,0,0,0,1,Home Health Care Services
"Post-natal care, including a Papanicolaou (Pap) smear during the six-week visit.",exact,2,1,1,ppo_medical,1,0,0,0,1,Maternity Care
"For a member with a BMI of 30 or above, we pay for 26 visits per member per calendar year. Visits can include nutritional counseling, such as dietician services, billed by professional provider recognized by BCBSM.",exact,2,1,1,ppo_medical,1,0,0,0,1,Preventive Care Services
One pair of lenses every 12 months,exact,2,1,1,vision,1,0,0,1,0,Frequency
Contact lenses every 12 months,exact,2,1,1,vision,1,0,0,1,0,Frequency
$150 allowance for frames,exact,2,1,1,vision,1,0,0,1,0,Frequency
$150 elective contact lenses,exact,2,1,1,vision,1,0,0,1,0,Frequency
"Lenses must be equal in quality to the first-quality lens series made by American Optical,",exact,2,1,1,vision,1,0,0,0,1,Lenses
The lens blank must meet Z80.1 or Z80.2 standards of the American National Standards,exact,2,1,1,vision,1,0,0,0,1,Lenses
UV coating,exact,2,1,1,vision,1,0,0,1,0,Lenses
Photochromatic lenses,exact,2,1,1,vision,1,0,0,1,0,Lenses
$130 allowance for frames or elective contact lenses,exact,2,1,1,vision,1,0,0,1,0,Frequency
Lein,exact,3,1,1,vision,0,0,1,0,1,
Medically Appropriate,exact,3,1,1,vision,0,0,1,0,1,
